"Precinct_name","Contest_title","candidate_name","Party_Code","total_votes"
"102","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","5"
"102","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","0"
"102","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","2"
"102","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","3"
"102","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","1"
"102","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","3"
"105","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","1"
"105","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","3"
"105","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","0"
"105","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","0"
"105","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","4"
"105","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","0"
"106","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","1"
"106","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","1"
"106","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","0"
"106","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","0"
"106","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","1"
"106","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","0"
"107","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","1"
"107","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","0"
"107","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","1"
"107","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","1"
"107","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","1"
"107","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","0"
"108","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","5"
"108","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","0"
"108","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","3"
"108","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","2"
"108","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","1"
"108","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","6"
"109","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","7"
"109","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","2"
"109","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","4"
"109","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","3"
"109","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","4"
"109","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","6"
"110","MAYOR, CITY OF ROUND ROCK","Craig Morgan","","0"
"110","MAYOR, CITY OF ROUND ROCK","Hilda Montgomery","","0"
"110","MAYOR, CITY OF ROUND ROCK","Josh Couture","","0"
"110","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Hollis Bone","","0"
"110","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Matthew James Carothers","","0"
"110","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Tammy Young","","0"
"110","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","68"
"110","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","26"
"110","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","62"
"110","PLACE 4, COUNCIL, CITY OF ROUND ROCK","Tracie Storie","","0"
"110","PLACE 4, COUNCIL, CITY OF ROUND ROCK","Will Peckham","","0"
"110","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","30"
"110","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","52"
"110","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","62"
"110","PROPOSITION 1, CITY OF ROUND ROCK","Against","","0"
"110","PROPOSITION 1, CITY OF ROUND ROCK","For","","0"
"110","PROPOSITION 2, CITY OF ROUND ROCK","Against","","0"
"110","PROPOSITION 2, CITY OF ROUND ROCK","For","","0"
"110","PROPOSITION 3, CITY OF ROUND ROCK","Against","","0"
"110","PROPOSITION 3, CITY OF ROUND ROCK","For","","0"
"110","PROPOSITION 4, CITY OF ROUND ROCK","Against","","0"
"110","PROPOSITION 4, CITY OF ROUND ROCK","For","","0"
"111","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","7"
"111","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","3"
"111","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","12"
"111","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","6"
"111","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","9"
"111","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","6"
"111","PROPOSITION NO. 1, ROUND ROCK ISD","Against","","2"
"111","PROPOSITION NO. 1, ROUND ROCK ISD","For","","4"
"111","PROPOSITION NO. 2, ROUND ROCK ISD","Against","","3"
"111","PROPOSITION NO. 2, ROUND ROCK ISD","For","","3"
"111","PROPOSITION NO. 3, ROUND ROCK ISD","Against","","3"
"111","PROPOSITION NO. 3, ROUND ROCK ISD","For","","3"
"112","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","2"
"112","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","0"
"112","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","4"
"112","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","1"
"112","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","1"
"112","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","4"
"113","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","33"
"113","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","13"
"113","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","22"
"113","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","15"
"113","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","20"
"113","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","19"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Ann Attal","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Bertha Hutcheson","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Jacqueline Shreiner","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Jeanne Talerico","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Laurie Mills","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Clayton Orr","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Cynthia McGuineas","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Jonny Rodgers","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Lisa Stalans","","1"
"123","PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Thomas D. Crowson, Jr.","","1"
"123","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","48"
"123","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","27"
"123","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","69"
"123","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","31"
"123","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","66"
"123","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","32"
"123","PROP. 1, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 1, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 1, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 1, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"123","PROP. 2, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 2, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 2, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 2, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"123","PROP. 3, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 3, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 3, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 3, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"123","PROP. 4, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 4, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 4, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 4, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"123","PROP. 5, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 5, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 5, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 5, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"123","PROP. 6, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","Against","","0"
"123","PROP. 6, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","For","","1"
"123","PROP. 6, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","Against","","0"
"123","PROP. 6, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 24","For","","1"
"136","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","51"
"136","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","52"
"136","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","45"
"136","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","26"
"136","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","82"
"136","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","44"
"137","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","97"
"137","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","48"
"137","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","99"
"137","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","45"
"137","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","137"
"137","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","56"
"145","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","14"
"145","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","4"
"145","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","24"
"145","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","4"
"145","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","14"
"145","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","25"
"146","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","34"
"146","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","29"
"146","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","63"
"146","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","29"
"146","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","54"
"146","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","42"
"148","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","29"
"148","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","13"
"148","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","56"
"148","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","20"
"148","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","28"
"148","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","49"
"148","PROPOSITION NO. 1, ROUND ROCK ISD","Against","","0"
"148","PROPOSITION NO. 1, ROUND ROCK ISD","For","","0"
"148","PROPOSITION NO. 2, ROUND ROCK ISD","Against","","0"
"148","PROPOSITION NO. 2, ROUND ROCK ISD","For","","0"
"148","PROPOSITION NO. 3, ROUND ROCK ISD","Against","","0"
"148","PROPOSITION NO. 3, ROUND ROCK ISD","For","","0"
"150","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","31"
"150","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","46"
"150","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","55"
"150","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","12"
"150","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","73"
"150","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","51"
"160","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","15"
"160","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","12"
"160","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","11"
"160","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","11"
"160","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","13"
"160","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","11"
"161","MAYOR, CITY OF ROUND ROCK","Craig Morgan","","1"
"161","MAYOR, CITY OF ROUND ROCK","Hilda Montgomery","","2"
"161","MAYOR, CITY OF ROUND ROCK","Josh Couture","","0"
"161","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Hollis Bone","","0"
"161","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Matthew James Carothers","","1"
"161","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Tammy Young","","2"
"161","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","7"
"161","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","11"
"161","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","13"
"161","PLACE 4, COUNCIL, CITY OF ROUND ROCK","Tracie Storie","","2"
"161","PLACE 4, COUNCIL, CITY OF ROUND ROCK","Will Peckham","","1"
"161","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","9"
"161","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","14"
"161","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","8"
"161","PROPOSITION 1, CITY OF ROUND ROCK","Against","","4"
"161","PROPOSITION 1, CITY OF ROUND ROCK","For","","0"
"161","PROPOSITION 2, CITY OF ROUND ROCK","Against","","3"
"161","PROPOSITION 2, CITY OF ROUND ROCK","For","","1"
"161","PROPOSITION 3, CITY OF ROUND ROCK","Against","","1"
"161","PROPOSITION 3, CITY OF ROUND ROCK","For","","3"
"161","PROPOSITION 4, CITY OF ROUND ROCK","Against","","2"
"161","PROPOSITION 4, CITY OF ROUND ROCK","For","","2"
"163","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","1"
"163","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","1"
"163","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","1"
"163","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","0"
"163","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","2"
"163","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","1"
"203","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","4"
"203","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","4"
"203","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","5"
"203","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","3"
"203","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","6"
"203","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","2"
"205","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","6"
"205","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","2"
"205","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","1"
"205","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","0"
"205","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","8"
"205","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","2"
"207","PROPOSITION NO. 1, ROUND ROCK ISD","Against","","97"
"207","PROPOSITION NO. 1, ROUND ROCK ISD","For","","61"
"207","PROPOSITION NO. 2, ROUND ROCK ISD","Against","","97"
"207","PROPOSITION NO. 2, ROUND ROCK ISD","For","","61"
"207","PROPOSITION NO. 3, ROUND ROCK ISD","Against","","101"
"207","PROPOSITION NO. 3, ROUND ROCK ISD","For","","57"
"211","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","0"
"211","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","0"
"211","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","0"
"211","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","0"
"211","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","0"
"211","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","0"
"212","PROP. 1, TRAVIS COUNTY EMERGENCY SERVICES DISTRICT NO. 9","Against","","7"
"212","PROP. 1, TRAVIS COUNTY EMERGENCY SERVICES DISTRICT NO. 9","For","","48"
"215","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","5"
"215","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","6"
"215","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","8"
"215","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","5"
"215","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","6"
"215","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","8"
"215","PROPOSITION NO. 1, ROUND ROCK ISD","Against","","30"
"215","PROPOSITION NO. 1, ROUND ROCK ISD","For","","50"
"215","PROPOSITION NO. 2, ROUND ROCK ISD","Against","","32"
"215","PROPOSITION NO. 2, ROUND ROCK ISD","For","","48"
"215","PROPOSITION NO. 3, ROUND ROCK ISD","Against","","33"
"215","PROPOSITION NO. 3, ROUND ROCK ISD","For","","47"
"216","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","0"
"216","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","1"
"216","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","4"
"216","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","1"
"216","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","3"
"216","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","1"
"216","PROPOSITION NO. 1, ROUND ROCK ISD","Against","","3"
"216","PROPOSITION NO. 1, ROUND ROCK ISD","For","","3"
"216","PROPOSITION NO. 2, ROUND ROCK ISD","Against","","3"
"216","PROPOSITION NO. 2, ROUND ROCK ISD","For","","3"
"216","PROPOSITION NO. 3, ROUND ROCK ISD","Against","","3"
"216","PROPOSITION NO. 3, ROUND ROCK ISD","For","","3"
"218","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Charlie Torres","","4"
"218","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Jacob E. Betz","","1"
"218","PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","Tony Hanson","","6"
"218","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Cliff Styles","","5"
"218","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Larry D. Bradley","","3"
"218","PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","Matt Robertson","","2"
"219","MAYOR, CITY OF ROUND ROCK","Craig Morgan","","0"
"219","MAYOR, CITY OF ROUND ROCK","Hilda Montgomery","","0"
"219","MAYOR, CITY OF ROUND ROCK","Josh Couture","","0"
"219","PLACE 1, COUNCIL, CITY OF ROUND ROCK","Hollis Bone","","0"
